PIC,SITE,TRANSACT,GROUP,LABEL,Live_Non_live,Count
248,Papagayo,3,Sponge,Sponge,Non-live,4
248,Papagayo,3,Substrate,Sand,Non-live,8
249,Papagayo,3,Algae,Caulerpa spp.,Live,96
249,Papagayo,3,Algae,Turf algae,Live,4
250,Papagayo,3,Algae,Turf algae,Live,24
250,Papagayo,3,CCA,Pink CCA,Live,32
250,Papagayo,3,CCA,Red CCA,Live,4
250,Papagayo,3,Hard Coral,Pocillopora effusa,Live,32
251,Papagayo,3,Algae,Turf algae,Live,72
251,Papagayo,3,CCA,Pink CCA,Live,16
251,Papagayo,3,CCA,Red CCA,Live,4
251,Papagayo,3,Unknown,Unknown,Non-live,8
252,Papagayo,3,Algae,Caulerpa spp.,Live,12
252,Papagayo,3,Algae,Turf algae,Live,40
252,Papagayo,3,CCA,Pink CCA,Live,4
252,Papagayo,3,Diadema,Diadema sp,Live,8
252,Papagayo,3,Hard Coral,Porites lobata,Live,36
253,Papagayo,3,Algae,Caulerpa spp.,Live,8
253,Papagayo,3,Algae,Turf algae,Live,32
253,Papagayo,3,CCA,Pink CCA,Live,8
253,Papagayo,3,CCA,Red CCA,Live,4
253,Papagayo,3,Hard Coral,Pocillopora effusa,Live,28
253,Papagayo,3,Substrate,Gravel,Non-live,4
253,Papagayo,3,Substrate,Rock,Non-live,4
253,Papagayo,3,Substrate,Sand,Non-live,4
254,Papagayo,3,Algae,Turf algae,Live,84
254,Papagayo,3,CCA,Pink CCA,Live,8
254,Papagayo,3,Hard Coral,Pocillopora effusa,Live,4
254,Papagayo,3,Hard Coral,Psammocora stellata,Live,4
255,Papagayo,3,Algae,Turf algae,Live,32
255,Papagayo,3,CCA,Pink CCA,Live,24
255,Papagayo,3,CCA,Red CCA,Live,24
255,Papagayo,3,CCA,White CCA,Live,4
255,Papagayo,3,Diadema,Diadema sp,Live,4
255,Papagayo,3,Hard Coral,Psammocora stellata,Live,4
255,Papagayo,3,Substrate,Gravel,Non-live,8
256,Papagayo,3,Algae,Turf algae,Live,4
256,Papagayo,3,CCA,Pink CCA,Live,64
256,Papagayo,3,CCA,White CCA,Live,12
256,Papagayo,3,Diadema,Diadema sp,Live,12
256,Papagayo,3,Hard Coral,Pocillopora effusa,Live,8
257,Papagayo,3,CCA,Pink CCA,Live,76
257,Papagayo,3,CCA,Red CCA,Live,4
257,Papagayo,3,Diadema,Diadema sp,Live,4
257,Papagayo,3,Hard Coral,Pocillopora effusa,Live,16
258,Papagayo,3,Algae,Caulerpa spp.,Live,4
258,Papagayo,3,Algae,Turf algae,Live,72
258,Papagayo,3,CCA,Pink CCA,Live,4
258,Papagayo,3,CCA,Red CCA,Live,4
258,Papagayo,3,Substrate,Gravel,Non-live,8
258,Papagayo,3,Substrate,Rock,Non-live,4
259,Papagayo,3,Algae,Turf algae,Live,92
259,Papagayo,3,Hard Coral,Pocillopora effusa,Live,8
260,Papagayo,3,Algae,Turf algae,Live,76
260,Papagayo,3,CCA,Pink CCA,Live,8
260,Papagayo,3,CCA,White CCA,Live,4
260,Papagayo,3,Hard Coral,Pocillopora effusa,Live,8
260,Papagayo,3,Substrate,Gravel,Non-live,4
261,Papagayo,3,Algae,Turf algae,Live,52
261,Papagayo,3,CCA,Pink CCA,Live,28
261,Papagayo,3,Hard Coral,Pocillopora effusa,Live,12
262,Papagayo,3,Algae,Turf algae,Live,72
262,Papagayo,3,CCA,Pink CCA,Live,4
262,Papagayo,3,Sponge,Sponge,Non-live,4
262,Papagayo,3,Substrate,Gravel,Non-live,16
262,Papagayo,3,Substrate,Rock,Non-live,4
263,Papagayo,3,Algae,Caulerpa spp.,Live,4
263,Papagayo,3,Algae,Turf algae,Live,48
263,Papagayo,3,CCA,Pink CCA,Live,16
263,Papagayo,3,CCA,Red CCA,Live,4
263,Papagayo,3,CCA,White CCA,Live,4
263,Papagayo,3,Substrate,Gravel,Non-live,12
263,Papagayo,3,Substrate,Rock,Non-live,8
264,Papagayo,3,Algae,Turf algae,Live,100
265,Papagayo,3,Algae,Turf algae,Live,88
265,Papagayo,3,Hard Coral,Porites lobata,Live,4
266,Papagayo,3,Algae,Turf algae,Live,64
266,Papagayo,3,CCA,Pink CCA,Live,4
266,Papagayo,3,Hard Coral,Pocillopora effusa,Live,28
267,Papagayo,3,Algae,Turf algae,Live,52
267,Papagayo,3,CCA,Pink CCA,Live,36
267,Papagayo,3,Diadema,Diadema sp,Live,4
267,Papagayo,3,Hard Coral,Pocillopora effusa,Live,4
268,Papagayo,3,Algae,Galaxaura,Live,4
268,Papagayo,3,Algae,Turf algae,Live,24
268,Papagayo,3,CCA,Pink CCA,Live,48
268,Papagayo,3,CCA,Red CCA,Live,12
268,Papagayo,3,Hard Coral,Pocillopora effusa,Live,12
269,Papagayo,3,Algae,Turf algae,Live,4
269,Papagayo,3,CCA,Pink CCA,Live,60
269,Papagayo,3,CCA,White CCA,Live,8
269,Papagayo,3,Diadema,Diadema sp,Live,20
269,Papagayo,3,Hard Coral,Pocillopora effusa,Live,8
270,Papagayo,3,Algae,Galaxaura,Live,8
270,Papagayo,3,Algae,Turf algae,Live,68
270,Papagayo,3,CCA,Pink CCA,Live,8
270,Papagayo,3,CCA,White CCA,Live,4
270,Papagayo,3,Hard Coral,Pocillopora effusa,Live,8
270,Papagayo,3,Substrate,Gravel,Non-live,4
271,Papagayo,4,Algae,Turf algae,Live,76
271,Papagayo,4,CCA,Pink CCA,Live,8
271,Papagayo,4,CCA,Red CCA,Live,8
271,Papagayo,4,Hard Coral,Porites lobata,Live,8
272,Papagayo,4,Algae,Turf algae,Live,52
272,Papagayo,4,CCA,Pink CCA,Live,12
272,Papagayo,4,CCA,Red CCA,Live,4
272,Papagayo,4,CCA,White CCA,Live,4
272,Papagayo,4,Hard Coral,Pocillopora effusa,Live,24
273,Papagayo,4,Algae,Caulerpa spp.,Live,4
273,Papagayo,4,Algae,Turf algae,Live,60
273,Papagayo,4,CCA,Pink CCA,Live,8
273,Papagayo,4,Hard Coral,Pocillopora effusa,Live,28
274,Papagayo,4,Algae,Turf algae,Live,64
274,Papagayo,4,CCA,Pink CCA,Live,8
274,Papagayo,4,Diadema,Diadema sp,Live,4
274,Papagayo,4,Hard Coral,Pocillopora effusa,Live,20
275,Papagayo,4,Algae,Turf algae,Live,56
275,Papagayo,4,CCA,Pink CCA,Live,16
275,Papagayo,4,Hard Coral,Pocillopora effusa,Live,20
275,Papagayo,4,Substrate,Sand,Non-live,8
276,Papagayo,4,Algae,Turf algae,Live,32
276,Papagayo,4,Ascidian,Ascidian (solitary),Live,4
276,Papagayo,4,CCA,Pink CCA,Live,32
276,Papagayo,4,CCA,White CCA,Live,8
276,Papagayo,4,Diadema,Diadema sp,Live,4
276,Papagayo,4,Hard Coral,Porites lobata,Live,20
277,Papagayo,4,Algae,Turf algae,Live,36
277,Papagayo,4,CCA,Pink CCA,Live,20
277,Papagayo,4,CCA,White CCA,Live,12
277,Papagayo,4,Hard Coral,Porites lobata,Live,32
278,Papagayo,4,Algae,Turf algae,Live,48
278,Papagayo,4,CCA,Pink CCA,Live,16
278,Papagayo,4,CCA,White CCA,Live,4
278,Papagayo,4,Diadema,Diadema sp,Live,4
278,Papagayo,4,Hard Coral,Pocillopora effusa,Live,20
279,Papagayo,4,Algae,Turf algae,Live,20
279,Papagayo,4,CCA,Pink CCA,Live,52
279,Papagayo,4,CCA,Red CCA,Live,8
279,Papagayo,4,CCA,White CCA,Live,4
279,Papagayo,4,Diadema,Diadema sp,Live,4
279,Papagayo,4,Hard Coral,Psammocora stellata,Live,8
280,Papagayo,4,Algae,Turf algae,Live,56
280,Papagayo,4,CCA,Pink CCA,Live,16
280,Papagayo,4,Hard Coral,Pocillopora effusa,Live,24
281,Papagayo,4,Algae,Turf algae,Live,68
281,Papagayo,4,CCA,Pink CCA,Live,4
281,Papagayo,4,Hard Coral,Pocillopora effusa,Live,28
282,Papagayo,4,Algae,Turf algae,Live,52
282,Papagayo,4,CCA,Pink CCA,Live,12
282,Papagayo,4,CCA,Red CCA,Live,4
282,Papagayo,4,Diadema,Diadema sp,Live,8
282,Papagayo,4,Hard Coral,Porites lobata,Live,24
283,Papagayo,4,Algae,Turf algae,Live,56
283,Papagayo,4,CCA,Pink CCA,Live,20
283,Papagayo,4,CCA,Red CCA,Live,4
283,Papagayo,4,Diadema,Diadema sp,Live,12
283,Papagayo,4,Hard Coral,Pocillopora effusa,Live,8
284,Papagayo,4,Algae,Turf algae,Live,36
284,Papagayo,4,CCA,Pink CCA,Live,20
284,Papagayo,4,Diadema,Diadema sp,Live,8
284,Papagayo,4,Hard Coral,Pocillopora effusa,Live,24
284,Papagayo,4,Hard Coral,Porites lobata,Live,8
284,Papagayo,4,Substrate,Sand,Non-live,4
285,Papagayo,4,Algae,Padina,Live,40
285,Papagayo,4,Algae,Turf algae,Live,28
285,Papagayo,4,CCA,Pink CCA,Live,8
285,Papagayo,4,CCA,Red CCA,Live,8
285,Papagayo,4,CCA,White CCA,Live,4
285,Papagayo,4,Hard Coral,Pocillopora effusa,Live,8
286,Papagayo,4,Algae,Turf algae,Live,72
286,Papagayo,4,Hard Coral,Pocillopora effusa,Live,28
287,Papagayo,4,Algae,Padina,Live,8
287,Papagayo,4,Algae,Turf algae,Live,28
287,Papagayo,4,CCA,Pink CCA,Live,12
287,Papagayo,4,CCA,Red CCA,Live,8
287,Papagayo,4,CCA,White CCA,Live,12
287,Papagayo,4,Hard Coral,Porites lobata,Live,20
287,Papagayo,4,Hard Coral,Psammocora stellata,Live,4
287,Papagayo,4,Substrate,Sand,Non-live,8
288,Papagayo,4,Algae,Turf algae,Live,16
288,Papagayo,4,CCA,Pink CCA,Live,40
288,Papagayo,4,CCA,Red CCA,Live,4
288,Papagayo,4,CCA,White CCA,Live,8
288,Papagayo,4,Diadema,Diadema sp,Live,12
288,Papagayo,4,Hard Coral,Porites lobata,Live,16
288,Papagayo,4,Hard Coral,Psammocora stellata,Live,4
289,Papagayo,4,Algae,Padina,Live,36
289,Papagayo,4,Algae,Turf algae,Live,32
289,Papagayo,4,CCA,Pink CCA,Live,4
289,Papagayo,4,Hard Coral,Pocillopora effusa,Live,28
290,Papagayo,4,Algae,Turf algae,Live,44
290,Papagayo,4,CCA,Pink CCA,Live,20
290,Papagayo,4,CCA,Red CCA,Live,4
290,Papagayo,4,Hard Coral,Pocillopora effusa,Live,32
291,Papagayo,4,Algae,Turf algae,Live,48
291,Papagayo,4,CCA,Pink CCA,Live,20
291,Papagayo,4,CCA,Red CCA,Live,4
291,Papagayo,4,Diadema,Diadema sp,Live,4
291,Papagayo,4,Hard Coral,Pocillopora effusa,Live,24
292,Papagayo,4,Algae,Turf algae,Live,28
292,Papagayo,4,CCA,Pink CCA,Live,20
292,Papagayo,4,CCA,Red CCA,Live,4
292,Papagayo,4,CCA,White CCA,Live,16
292,Papagayo,4,Diadema,Diadema sp,Live,28
292,Papagayo,4,Substrate,Sand,Non-live,4
293,Papagayo,4,Algae,Turf algae,Live,44
293,Papagayo,4,CCA,Pink CCA,Live,36
293,Papagayo,4,CCA,Red CCA,Live,8
293,Papagayo,4,CCA,White CCA,Live,12
294,Papagayo,4,Algae,Turf algae,Live,20
294,Papagayo,4,CCA,Pink CCA,Live,40
294,Papagayo,4,CCA,White CCA,Live,12
294,Papagayo,4,Diadema,Diadema sp,Live,8
294,Papagayo,4,Hard Coral,Pocillopora effusa,Live,12
294,Papagayo,4,Hard Coral,Porites lobata,Live,4
295,Papagayo,4,Algae,Turf algae,Live,36
295,Papagayo,4,CCA,Pink CCA,Live,16
295,Papagayo,4,CCA,White CCA,Live,8
295,Papagayo,4,Diadema,Diadema sp,Live,8
295,Papagayo,4,Hard Coral,Porites lobata,Live,28
296,Papagayo,4,Algae,Turf algae,Live,48
296,Papagayo,4,CCA,Pink CCA,Live,20
296,Papagayo,4,Diadema,Diadema sp,Live,8
296,Papagayo,4,Hard Coral,Pocillopora effusa,Live,8
296,Papagayo,4,Hard Coral,Porites lobata,Live,16
297,Papagayo,4,Algae,Turf algae,Live,52
297,Papagayo,4,CCA,Pink CCA,Live,12
297,Papagayo,4,Hard Coral,Pocillopora effusa,Live,36
298,Papagayo,4,Algae,Turf algae,Live,24
298,Papagayo,4,CCA,Pink CCA,Live,28
298,Papagayo,4,CCA,Red CCA,Live,8
298,Papagayo,4,CCA,White CCA,Live,4
298,Papagayo,4,Diadema,Diadema sp,Live,8
298,Papagayo,4,Hard Coral,Pocillopora effusa,Live,16
298,Papagayo,4,Substrate,Rock,Non-live,4
299,Papagayo,4,Algae,Turf algae,Live,20
299,Papagayo,4,CCA,Pink CCA,Live,24
299,Papagayo,4,CCA,White CCA,Live,16
299,Papagayo,4,Diadema,Diadema sp,Live,4
299,Papagayo,4,Hard Coral,Pocillopora effusa,Live,8
299,Papagayo,4,Hard Coral,Porites lobata,Live,28
300,Papagayo,4,Algae,Turf algae,Live,76
300,Papagayo,4,CCA,Pink CCA,Live,4
300,Papagayo,4,Hard Coral,Pocillopora effusa,Live,20
301,Papagayo,4,Algae,Turf algae,Live,36
301,Papagayo,4,CCA,Pink CCA,Live,40
301,Papagayo,4,CCA,White CCA,Live,4
301,Papagayo,4,Hard Coral,Pocillopora effusa,Live,16
302,Papagayo,4,Algae,Turf algae,Live,28
302,Papagayo,4,CCA,Pink CCA,Live,12
302,Papagayo,4,Diadema,Diadema sp,Live,32
302,Papagayo,4,Hard Coral,Pocillopora effusa,Live,24
303,Papagayo,4,Algae,Turf algae,Live,68
303,Papagayo,4,CCA,Pink CCA,Live,4
303,Papagayo,4,Diadema,Diadema sp,Live,4
303,Papagayo,4,Hard Coral,Pocillopora effusa,Live,24
304,Papagayo,4,Algae,Turf algae,Live,12
304,Papagayo,4,CCA,Pink CCA,Live,44
304,Papagayo,4,Diadema,Diadema sp,Live,4
304,Papagayo,4,Hard Coral,Pocillopora effusa,Live,36
305,Papagayo,4,Algae,Turf algae,Live,60
305,Papagayo,4,CCA,Pink CCA,Live,20
305,Papagayo,4,Diadema,Diadema sp,Live,8
305,Papagayo,4,Hard Coral,Pocillopora effusa,Live,12
306,Papagayo,4,Algae,Turf algae,Live,76
306,Papagayo,4,CCA,Pink CCA,Live,16
306,Papagayo,4,CCA,White CCA,Live,4
307,Papagayo,4,Algae,Padina,Live,20
307,Papagayo,4,Algae,Turf algae,Live,64
307,Papagayo,4,CCA,Pink CCA,Live,4
307,Papagayo,4,CCA,Red CCA,Live,4
307,Papagayo,4,Hard Coral,Pocillopora effusa,Live,8
308,Papagayo,4,Algae,Turf algae,Live,60
308,Papagayo,4,Hard Coral,Pocillopora effusa,Live,28
309,Papagayo,4,Algae,Padina,Live,16
309,Papagayo,4,Algae,Turf algae,Live,32
309,Papagayo,4,CCA,Pink CCA,Live,20
309,Papagayo,4,Hard Coral,Pocillopora effusa,Live,20
310,Papagayo,4,Algae,Padina,Live,4
310,Papagayo,4,Algae,Turf algae,Live,44
310,Papagayo,4,CCA,Pink CCA,Live,12
310,Papagayo,4,CCA,Red CCA,Live,8
310,Papagayo,4,Diadema,Diadema sp,Live,4
310,Papagayo,4,Hard Coral,Pocillopora effusa,Live,28
311,Papagayo,4,Algae,Padina,Live,20
311,Papagayo,4,Algae,Turf algae,Live,44
311,Papagayo,4,CCA,Pink CCA,Live,12
311,Papagayo,4,CCA,Red CCA,Live,4
311,Papagayo,4,Diadema,Diadema sp,Live,4
311,Papagayo,4,Hard Coral,Pavona gigantea,Live,4
311,Papagayo,4,Hard Coral,Porites lobata,Live,12
312,Papagayo,4,Algae,Turf algae,Live,68
312,Papagayo,4,CCA,Pink CCA,Live,4
312,Papagayo,4,CCA,White CCA,Live,4
312,Papagayo,4,Hard Coral,Pocillopora effusa,Live,24
313,Papagayo,4,Algae,Turf algae,Live,76
313,Papagayo,4,CCA,Pink CCA,Live,4
313,Papagayo,4,Hard Coral,Pocillopora effusa,Live,12
314,Papagayo,4,Algae,Turf algae,Live,84
314,Papagayo,4,CCA,Pink CCA,Live,4
314,Papagayo,4,CCA,Red CCA,Live,4
314,Papagayo,4,Hard Coral,Pocillopora effusa,Live,8
315,Papagayo,4,Algae,Padina,Live,4
315,Papagayo,4,Algae,Turf algae,Live,64
315,Papagayo,4,CCA,Pink CCA,Live,4
315,Papagayo,4,Hard Coral,Pocillopora effusa,Live,24
316,Papagayo,4,Algae,Turf algae,Live,68
316,Papagayo,4,CCA,Pink CCA,Live,4
316,Papagayo,4,Hard Coral,Pavona gigantea,Live,8
316,Papagayo,4,Hard Coral,Pocillopora effusa,Live,16
316,Papagayo,4,Substrate,Sand,Non-live,4
317,Papagayo,4,Algae,Turf algae,Live,76
317,Papagayo,4,CCA,Pink CCA,Live,12
317,Papagayo,4,Hard Coral,Pavona gigantea,Live,8
318,Papagayo,4,Algae,Turf algae,Live,68
318,Papagayo,4,Diadema,Diadema sp,Live,4
318,Papagayo,4,Hard Coral,Pocillopora effusa,Live,28
319,Papagayo,4,Algae,Turf algae,Live,76
319,Papagayo,4,CCA,Pink CCA,Live,4
319,Papagayo,4,Hard Coral,Pocillopora effusa,Live,20
320,Papagayo,4,Algae,Turf algae,Live,84
320,Papagayo,4,Hard Coral,Porites lobata,Live,8
321,Papagayo,4,Algae,Turf algae,Live,72
321,Papagayo,4,Diadema,Diadema sp,Live,8
321,Papagayo,4,Hard Coral,Pocillopora effusa,Live,20
322,Papagayo,4,Algae,Turf algae,Live,56
322,Papagayo,4,CCA,Pink CCA,Live,20
322,Papagayo,4,Hard Coral,Pocillopora effusa,Live,20
323,Papagayo,4,Algae,Turf algae,Live,56
323,Papagayo,4,CCA,Pink CCA,Live,16
323,Papagayo,4,Hard Coral,Pocillopora effusa,Live,24
323,Papagayo,4,Substrate,Gravel,Non-live,4
324,Papagayo,4,Algae,Turf algae,Live,76
324,Papagayo,4,Diadema,Diadema sp,Live,4
324,Papagayo,4,Hard Coral,Pocillopora effusa,Live,20
325,Papagayo,4,Algae,Turf algae,Live,56
325,Papagayo,4,CCA,Pink CCA,Live,16
325,Papagayo,4,Hard Coral,Pocillopora effusa,Live,20
326,Papagayo,4,Algae,Turf algae,Live,40
326,Papagayo,4,CCA,Pink CCA,Live,24
326,Papagayo,4,CCA,White CCA,Live,4
326,Papagayo,4,Diadema,Diadema sp,Live,8
326,Papagayo,4,Hard Coral,Pocillopora effusa,Live,20
327,Papagayo,4,Algae,Turf algae,Live,48
327,Papagayo,4,CCA,Pink CCA,Live,16
327,Papagayo,4,CCA,Red CCA,Live,4
327,Papagayo,4,Diadema,Diadema sp,Live,8
327,Papagayo,4,Hard Coral,Pocillopora effusa,Live,16
327,Papagayo,4,Substrate,Sand,Non-live,4
328,Papagayo,4,Algae,Turf algae,Live,60
328,Papagayo,4,CCA,Pink CCA,Live,16
328,Papagayo,4,Hard Coral,Pocillopora effusa,Live,20
329,Papagayo,4,Algae,Turf algae,Live,64
329,Papagayo,4,Hard Coral,Pocillopora effusa,Live,32
330,Papagayo,4,Algae,Turf algae,Live,84
330,Papagayo,4,Hard Coral,Pocillopora effusa,Live,16
331,Papagayo,4,Algae,Turf algae,Live,84
331,Papagayo,4,CCA,Pink CCA,Live,4
331,Papagayo,4,Diadema,Diadema sp,Live,4
331,Papagayo,4,Hard Coral,Pocillopora effusa,Live,8
332,Papagayo,4,Algae,Turf algae,Live,36
332,Papagayo,4,CCA,Pink CCA,Live,4
332,Papagayo,4,CCA,Red CCA,Live,4
332,Papagayo,4,Hard Coral,Pocillopora effusa,Live,52
333,Papagayo,4,Algae,Turf algae,Live,80
333,Papagayo,4,CCA,Pink CCA,Live,8
333,Papagayo,4,Hard Coral,Pocillopora effusa,Live,12
334,Papagayo,4,Algae,Turf algae,Live,40
334,Papagayo,4,CCA,Pink CCA,Live,16
334,Papagayo,4,Diadema,Diadema sp,Live,4
334,Papagayo,4,Hard Coral,Pocillopora effusa,Live,40
335,Papagayo,4,Algae,Turf algae,Live,32
335,Papagayo,4,CCA,Pink CCA,Live,12
335,Papagayo,4,CCA,White CCA,Live,4
335,Papagayo,4,Diadema,Diadema sp,Live,16
335,Papagayo,4,Hard Coral,Pocillopora effusa,Live,36
336,Papagayo,4,Algae,Turf algae,Live,68
336,Papagayo,4,CCA,Pink CCA,Live,4
336,Papagayo,4,Diadema,Diadema sp,Live,4
336,Papagayo,4,Hard Coral,Pavona gigantea,Live,8
336,Papagayo,4,Hard Coral,Pocillopora effusa,Live,16
337,Papagayo,4,Algae,Turf algae,Live,48
337,Papagayo,4,CCA,Pink CCA,Live,40
337,Papagayo,4,CCA,White CCA,Live,4
337,Papagayo,4,Diadema,Diadema sp,Live,4
337,Papagayo,4,Hard Coral,Pocillopora effusa,Live,4
338,Papagayo,4,Algae,Turf algae,Live,68
338,Papagayo,4,CCA,Pink CCA,Live,16
338,Papagayo,4,Hard Coral,Pocillopora effusa,Live,16
339,Papagayo,4,Algae,Turf algae,Live,68
339,Papagayo,4,CCA,Pink CCA,Live,8
339,Papagayo,4,Diadema,Diadema sp,Live,4
339,Papagayo,4,Hard Coral,Pocillopora effusa,Live,16
340,Papagayo,4,Algae,Turf algae,Live,44
340,Papagayo,4,CCA,White CCA,Live,4
340,Papagayo,4,Hard Coral,Pocillopora effusa,Live,16
340,Papagayo,4,Substrate,Gravel,Non-live,8
340,Papagayo,4,Substrate,Sand,Non-live,24
341,Papagayo,4,Algae,Turf algae,Live,80
341,Papagayo,4,Hard Coral,Pocillopora effusa,Live,16
341,Papagayo,4,Substrate,Gravel,Non-live,4
342,Papagayo,4,Algae,Padina,Live,8
342,Papagayo,4,Algae,Turf algae,Live,80
342,Papagayo,4,CCA,Red CCA,Live,4
342,Papagayo,4,Hard Coral,Pocillopora effusa,Live,8
343,Papagayo,4,Algae,Turf algae,Live,64
343,Papagayo,4,CCA,Red CCA,Live,4
343,Papagayo,4,CCA,White CCA,Live,4
343,Papagayo,4,Hard Coral,Pocillopora effusa,Live,28
344,Papagayo,4,Algae,Turf algae,Live,48
344,Papagayo,4,CCA,Pink CCA,Live,12
344,Papagayo,4,Hard Coral,Pocillopora effusa,Live,32
345,Papagayo,4,Algae,Turf algae,Live,76
345,Papagayo,4,Hard Coral,Pocillopora effusa,Live,24
346,Papagayo,4,Algae,Padina,Live,12
346,Papagayo,4,Algae,Turf algae,Live,68
346,Papagayo,4,CCA,Pink CCA,Live,4
346,Papagayo,4,Hard Coral,Pocillopora effusa,Live,16
347,Papagayo,4,Algae,Padina,Live,8
347,Papagayo,4,Algae,Turf algae,Live,84
347,Papagayo,4,Hard Coral,Pocillopora effusa,Live,4
348,Papagayo,4,Algae,Padina,Live,12
348,Papagayo,4,Algae,Turf algae,Live,44
348,Papagayo,4,Hard Coral,Pocillopora effusa,Live,44
349,Papagayo,4,Algae,Turf algae,Live,80
349,Papagayo,4,CCA,Pink CCA,Live,4
349,Papagayo,4,Hard Coral,Pocillopora effusa,Live,12
350,Papagayo,4,Algae,Caulerpa spp.,Live,8
350,Papagayo,4,Algae,Turf algae,Live,52
350,Papagayo,4,CCA,Pink CCA,Live,4
350,Papagayo,4,CCA,Red CCA,Live,4
350,Papagayo,4,CCA,White CCA,Live,4
350,Papagayo,4,Diadema,Diadema sp,Live,4
350,Papagayo,4,Hard Coral,Pocillopora effusa,Live,20
351,Papagayo,4,Algae,Turf algae,Live,24
351,Papagayo,4,CCA,Pink CCA,Live,44
351,Papagayo,4,CCA,White CCA,Live,4
351,Papagayo,4,Diadema,Diadema sp,Live,4
351,Papagayo,4,Hard Coral,Pocillopora effusa,Live,24
352,Papagayo,4,Algae,Turf algae,Live,56
352,Papagayo,4,CCA,Pink CCA,Live,24
352,Papagayo,4,Diadema,Diadema sp,Live,4
352,Papagayo,4,Hard Coral,Pocillopora effusa,Live,16
353,Papagayo,4,Algae,Turf algae,Live,80
353,Papagayo,4,Hard Coral,Pocillopora effusa,Live,16
354,Papagayo,4,Algae,Turf algae,Live,56
354,Papagayo,4,CCA,Pink CCA,Live,16
354,Papagayo,4,Hard Coral,Pocillopora effusa,Live,28
355,Papagayo,4,Algae,Padina,Live,16
355,Papagayo,4,Algae,Turf algae,Live,84
356,Papagayo,4,Algae,Padina,Live,8
356,Papagayo,4,Algae,Turf algae,Live,84
356,Papagayo,4,CCA,White CCA,Live,8
357,Papagayo,4,Algae,Turf algae,Live,72
357,Papagayo,4,CCA,Pink CCA,Live,8
357,Papagayo,4,Hard Coral,Pocillopora effusa,Live,12
358,Papagayo,4,Algae,Turf algae,Live,92
358,Papagayo,4,CCA,Pink CCA,Live,8
359,Papagayo,4,Algae,Turf algae,Live,64
359,Papagayo,4,CCA,Pink CCA,Live,4
359,Papagayo,4,CCA,White CCA,Live,8
359,Papagayo,4,Hard Coral,Pocillopora effusa,Live,20
360,Papagayo,4,Algae,Turf algae,Live,72
360,Papagayo,4,CCA,Pink CCA,Live,12
360,Papagayo,4,Hard Coral,Pocillopora effusa,Live,16
361,Papagayo,5,Algae,Turf algae,Live,28
361,Papagayo,5,CCA,Pink CCA,Live,32
361,Papagayo,5,CCA,Red CCA,Live,12
361,Papagayo,5,CCA,White CCA,Live,8
361,Papagayo,5,Hard Coral,Pocillopora effusa,Live,12
362,Papagayo,5,Algae,Turf algae,Live,56
362,Papagayo,5,CCA,Pink CCA,Live,32
362,Papagayo,5,Diadema,Diadema sp,Live,4
363,Papagayo,5,Algae,Turf algae,Live,36
363,Papagayo,5,CCA,Pink CCA,Live,40
363,Papagayo,5,CCA,Red CCA,Live,12
363,Papagayo,5,CCA,White CCA,Live,8
363,Papagayo,5,Diadema,Diadema sp,Live,4
364,Papagayo,5,Algae,Turf algae,Live,64
364,Papagayo,5,CCA,Pink CCA,Live,20
364,Papagayo,5,CCA,Red CCA,Live,8
364,Papagayo,5,CCA,White CCA,Live,4
365,Papagayo,5,Algae,Turf algae,Live,16
365,Papagayo,5,CCA,Pink CCA,Live,72
365,Papagayo,5,Hard Coral,Porites lobata,Live,12
366,Papagayo,5,Algae,Turf algae,Live,60
366,Papagayo,5,CCA,Pink CCA,Live,24
366,Papagayo,5,Diadema,Diadema sp,Live,8
366,Papagayo,5,Hard Coral,Pocillopora effusa,Live,8
367,Papagayo,5,Algae,Turf algae,Live,92
367,Papagayo,5,CCA,Pink CCA,Live,4
367,Papagayo,5,CCA,White CCA,Live,4
368,Papagayo,5,Algae,Turf algae,Live,68
368,Papagayo,5,Ascidian,Ascidian (solitary),Live,4
368,Papagayo,5,CCA,Pink CCA,Live,8
368,Papagayo,5,Hard Coral,Pocillopora effusa,Live,20
369,Papagayo,5,Algae,Turf algae,Live,76
369,Papagayo,5,Hard Coral,Pocillopora effusa,Live,20
370,Papagayo,5,Algae,Turf algae,Live,88
370,Papagayo,5,CCA,Pink CCA,Live,8
371,Papagayo,5,Algae,Turf algae,Live,88
371,Papagayo,5,CCA,Pink CCA,Live,12
372,Papagayo,5,Algae,Turf algae,Live,40
372,Papagayo,5,CCA,Pink CCA,Live,28
372,Papagayo,5,Diadema,Diadema sp,Live,4
372,Papagayo,5,Hard Coral,Pocillopora effusa,Live,28
373,Papagayo,5,Algae,Turf algae,Live,28
373,Papagayo,5,CCA,Pink CCA,Live,20
373,Papagayo,5,CCA,Red CCA,Live,8
373,Papagayo,5,Diadema,Diadema sp,Live,4
373,Papagayo,5,Hard Coral,Pocillopora effusa,Live,36
374,Papagayo,5,Algae,Turf algae,Live,12
374,Papagayo,5,Ascidian,Ascidian (solitary),Live,4
374,Papagayo,5,CCA,Pink CCA,Live,40
374,Papagayo,5,CCA,Red CCA,Live,16
374,Papagayo,5,CCA,White CCA,Live,4
374,Papagayo,5,Hard Coral,Pavona gigantea,Live,20
375,Papagayo,5,Algae,Turf algae,Live,88
375,Papagayo,5,CCA,Pink CCA,Live,4
